HOLEID,DEPTH,X,Y,Z,LATITUDE,LONGITUDE,TENEMENTID,PROSPECT,STARTDATE,ENDDATE,BestGridName_D
CIG___103___,452,527360,6436747,483.1,58.07135114,-104.536217,ML 5463,CIGAR,11/03/1984,18/03/1984,NAD83_UTMZ13N
CIG___104___,446.8,526218.379,6436645.629,464.6,58.07050963,-104.55558,ML 5463,CIGAR,18/03/1984,25/03/1984,NAD83_UTMZ13N
CIG___105___,472.8,526968,6436712,495.1,58.0710608,-104.5428659,ML 5463,CIGAR,22/03/1984,03/04/1984,NAD83_UTMZ13N
CIG___106___,436.2,527364,6436782,481.6,58.07166525,-104.5361452,ML 5463,CIGAR,12/03/1984,25/03/1984,NAD83_UTMZ13N
CIG___107___,436.6,527405,6436761,482.3,58.07147411,-104.5354526,ML 5463,CIGAR,20/03/1984,01/04/1984,NAD83_UTMZ13N
CIG___108___,440.8,526219.479,6436617.729,464.7,58.07025898,-104.5555645,ML 5463,CIGAR,25/03/1984,02/04/1984,NAD83_UTMZ13N
CIG___109___,461.5,527367,6436727,483.9,58.07117108,-104.5361007,ML 5463,CIGAR,26/03/1984,02/04/1984,NAD83_UTMZ13N
CIG___110___,454.5,527124,6436792,491.6,58.07176982,-104.5402123,ML 5463,CIGAR,05/04/1984,06/04/1984,NAD83_UTMZ13N
CIG___111___,472.8,527160,6436754,488.3,58.07142631,-104.5396064,ML 5463,CIGAR,05/04/1984,14/04/1984,NAD83_UTMZ13N
CIG___112___,459.6,527309.5,6436798,483.6,58.07181232,-104.5370671,ML 5463,CIGAR,02/04/1984,10/04/1984,NAD83_UTMZ13N
CIG___113___,444.1,527409,6436781,481.5,58.07165349,-104.5353825,ML 5463,CIGAR,01/04/1984,10/04/1984,NAD83_UTMZ13N
CIG___114___,448.4,527123,6436754,490.4,58.07142857,-104.5402336,ML 5463,CIGAR,01/04/1984,02/04/1984,NAD83_UTMZ13N
CIG___115___,462.4,527209,6436752,489.1,58.07140534,-104.5387761,ML 5463,CIGAR,15/04/1984,18/04/1984,NAD83_UTMZ13N
CIG___116___,472.5,527306,6436817,481.4,58.07198319,-104.5371243,ML 5463,CIGAR,11/04/1984,18/04/1984,NAD83_UTMZ13N
CIG___117___,449.9,527409,6436802,481.4,58.07184211,-104.53538,ML 5463,CIGAR,01/06/1984,07/06/1984,NAD83_UTMZ13N
CIG___118___,242.9,527308,6436759,485.4,58.07146213,-104.5370971,ML 5463,CIGAR,07/06/1984,08/06/1984,NAD83_UTMZ13N
CIG___118_A_,457.8,527308,6436759,485.4,58.07146213,-104.5370971,ML 5463,CIGAR,08/06/1984,13/06/1984,NAD83_UTMZ13N
CIG___119___,473.1,527305,6436737,485.9,58.07126472,-104.5371505,ML 5463,CIGAR,19/06/1984,27/06/1984,NAD83_UTMZ13N
CIG___120___,470,527122,6436814,492.9,58.07196754,-104.5402437,ML 5463,CIGAR,05/06/1984,14/06/1984,NAD83_UTMZ13N
CIG___121___,470,527207,6436733,489.5,58.07123481,-104.5388122,ML 5463,CIGAR,20/06/1984,27/06/1984,NAD83_UTMZ13N
CIG___122___,471.5,528063,6436960,458,58.0732203,-104.5242751,ML 5463,CIGAR EAST,20/06/1984,20/06/1984,NAD83_UTMZ13N
CIG___123___,454.8,527503,6436758,495.2,58.07144109,-104.5337918,ML 5463,CIGAR,16/06/1984,21/06/1984,NAD83_UTMZ13N
CIG___124___,465.1,527208,6436811,487.6,58.07193532,-104.5387862,ML 5463,CIGAR,13/06/1984,20/06/1984,NAD83_UTMZ13N
CIG___125___,473.1,526014.079,6436590.229,465.2,58.07002408,-104.5590492,ML 5463,CIGAR,14/06/1984,21/06/1984,NAD83_UTMZ13N
CIG___126___,465.9,527505,6436775,493.7,58.07159366,-104.5337559,ML 5463,CIGAR,22/06/1984,29/06/1984,NAD83_UTMZ13N
CIG___127___,443.5,526013.479,6436646.429,467.1,58.07052889,-104.5590531,ML 5463,CIGAR,21/06/1984,21/06/1984,NAD83_UTMZ13N
CIG___128___,470.9,527157,6436713,489.6,58.07105825,-104.539662,ML 5463,CIGAR,27/06/1984,03/07/1984,NAD83_UTMZ13N
CIG___129___,451.4,526014.379,6436668.629,467.8,58.07072823,-104.5590354,ML 5463,CIGAR,26/06/1984,04/07/1984,NAD83_UTMZ13N
CIG___130___,473.2,527305,6436715,486.1,58.07106712,-104.5371531,ML 5463,CIGAR,27/06/1984,04/07/1984,NAD83_UTMZ13N
CIG___131___,448.4,527507,6436795,491.1,58.07177317,-104.5337196,ML 5463,CIGAR,29/06/1984,04/07/1984,NAD83_UTMZ13N
CIG___132___,239.4,528063,6436958,457.9,58.07320233,-104.5242753,ML 5463,CIGAR EAST,29/06/1984,29/06/1984,NAD83_UTMZ13N
CIG___133___,456.3,526014.079,6436692.729,468.2,58.0709447,-104.5590378,ML 5463,CIGAR,04/07/1984,12/07/1984,NAD83_UTMZ13N
CIG___134___,456.3,527407,6436821,478.2,58.07201288,-104.5354117,ML 5463,CIGAR,04/07/1984,10/07/1984,NAD83_UTMZ13N
CIG___135___,462.4,527507,6436811,488.6,58.07191687,-104.5337178,ML 5463,CIGAR,05/07/1984,05/07/1984,NAD83_UTMZ13N
CIG___136___,465.4,528041,6436958,458.3,58.07320373,-104.5246482,ML 5463,CIGAR EAST,08/07/1984,14/07/1984,NAD83_UTMZ13N
CIG___137___,477.1,527408,6436741,483.6,58.07129429,-104.5354041,ML 5463,CIGAR,10/07/1984,20/07/1984,NAD83_UTMZ13N
CIG___138___,510.9,527472.3,6436878.6,474.6,58.07252618,-104.5342981,ML 5463,CIGAR,11/07/1984,21/07/1984,NAD83_UTMZ13N
CIG___139___,520.3,526962,6436403,487.7,58.06828583,-104.543003,ML 5463,CIGAR,12/07/1984,22/07/1984,NAD83_UTMZ13N
CIG___140___,477.6,528060,6436914,464.5,58.07280733,-104.5243314,ML 5463,CIGAR EAST,14/07/1984,20/07/1984,NAD83_UTMZ13N
CIG___141___,468.5,527019,6436774,496.3,58.07161456,-104.5419942,ML 5463,CIGAR,20/07/1984,26/07/1984,NAD83_UTMZ13N
CIG___142___,453.2,526466.579,6436666.829,467.6,58.0706853,-104.5513705,ML 5463,CIGAR,20/07/1984,26/07/1984,NAD83_UTMZ13N
CIG___143___,461.8,527021,6436753,495.6,58.07142582,-104.5419628,ML 5463,CIGAR,21/07/1984,27/07/1984,NAD83_UTMZ13N
CIG___144___,489.5,525818.479,6436655.229,472.4,58.07061932,-104.5623576,ML 5463,CIGAR,22/07/1984,29/07/1984,NAD83_UTMZ13N
CIG___145___,459.3,527503,6436733,496.4,58.07121655,-104.5337947,ML 5463,CIGAR,26/07/1984,02/08/1984,NAD83_UTMZ13N
CIG___146___,462.4,526463.279,6436649.429,468,58.07052922,-104.5514284,ML 5463,CIGAR,26/07/1984,31/07/1984,NAD83_UTMZ13N
CIG___147___,456,527022,6436736,494.4,58.07127307,-104.5419478,ML 5463,CIGAR,26/07/1984,02/08/1984,NAD83_UTMZ13N
CIG___148___,428.6,526465.179,6436691.029,465.7,58.07090274,-104.5513915,ML 5463,CIGAR,29/07/1984,04/08/1984,NAD83_UTMZ13N
CIG___148_A_,452.9,526465.179,6436691.029,465.7,58.07090274,-104.5513915,ML 5463,CIGAR,29/07/1984,04/08/1984,NAD83_UTMZ13N
CIG___149___,471.5,526466.179,6436622.329,474.8,58.07028564,-104.5513823,ML 5463,CIGAR,31/07/1984,05/08/1984,NAD83_UTMZ13N
CIG___150___,464.2,527021,6436794,496.4,58.07179407,-104.541958,ML 5463,CIGAR,02/08/1984,07/08/1984,NAD83_UTMZ13N
CIG___151___,474.6,527501,6436710,499.2,58.0710101,-104.5338313,ML 5463,CIGAR,03/08/1984,14/08/1984,NAD83_UTMZ13N
CIG___152___,464.8,527024,6436715,493.5,58.07108433,-104.5419163,ML 5463,CIGAR,05/08/1984,11/08/1984,NAD83_UTMZ13N
CIG___153___,593,526728,6437488,483.3,58.07804511,-104.5468458,ML 5463,TIBIA LAKE,06/02/1985,15/02/1985,NAD83_UTMZ13N
CIG___154___,497,525714.879,6436656.729,473.61,58.07063882,-104.5641135,ML 5463,CIGAR,12/02/1985,18/02/1985,NAD83_UTMZ13N
CIG___155___,583,526653,6437222,465,58.0756605,-104.5481475,ML 5463,TIBIA TRANSECT,16/02/1985,22/02/1985,NAD83_UTMZ13N
CIG___156___,479,525618.529,6436655.089,475.68,58.07062966,-104.5657469,ML 5463,CIGAR,19/02/1985,25/02/1985,NAD83_UTMZ13N
CIG___157___,593,526846,6437030,486.9,58.07392437,-104.5448975,ML 5463,TIBIA TRANSECT,23/02/1985,01/03/1985,NAD83_UTMZ13N
CIG___158___,481.5,525618.169,6436636.019,476.1,58.0704584,-104.5657551,ML 5463,CIGAR,25/02/1985,02/03/1985,NAD83_UTMZ13N
CIG___159___,620,526978,6436655,492.7,58.07054824,-104.5427029,ML 5463,CIGAR,01/03/1985,06/03/1985,NAD83_UTMZ13N
CIG___160___,476,525616.979,6436616.229,477.3,58.07028072,-104.5657774,ML 5463,CIGAR,02/03/1985,07/03/1985,NAD83_UTMZ13N
CIG___161___,524,526573,6437718,499.5,58.08012021,-104.5494477,ML 5463,TIBIA LAKE,06/03/1985,13/03/1985,NAD83_UTMZ13N
CIG___162___,503,525621.859,6436674.539,475.16,58.07080416,-104.5656883,ML 5463,CIGAR,09/03/1985,14/03/1985,NAD83_UTMZ13N
CIG___163___,515,526599,6437752,499.5,58.08042402,-104.549003,ML 5463,TIBIA LAKE,13/03/1985,20/03/1985,NAD83_UTMZ13N
CIG___164___,509,525514.479,6436647.729,475.3,58.07056956,-104.5675114,ML 5463,CIGAR,14/03/1985,20/03/1985,NAD83_UTMZ13N
CIG___165___,521,526958,6436612,491.5,58.07016324,-104.5430468,ML 5463,CIGAR,20/03/1985,25/03/1985,NAD83_UTMZ13N
CIG___166___,520,525513.579,6436687.629,474.8,58.07092798,-104.5675223,ML 5463,CIGAR,20/03/1985,25/03/1985,NAD83_UTMZ13N
CIG___167___,209,527385,6436764,481.2,58.07150229,-104.5357913,ML 5463,CIGAR,25/03/1985,28/03/1985,NAD83_UTMZ13N
CIG___167_A_,446,527385,6436764,481.2,58.07150229,-104.5357913,ML 5463,CIGAR,28/03/1985,03/04/1985,NAD83_UTMZ13N
CIG___168___,456.5,525513.479,6436727.729,475.9,58.07128815,-104.5675197,ML 5463,CIGAR,25/03/1985,30/03/1985,NAD83_UTMZ13N
CIG___169___,513.5,527656,6436700,502.6,58.07091064,-104.5312051,ML 5463,CIGAR,06/03/1985,12/04/1985,NAD83_UTMZ13N
CIG___170___,29,525506.4,6436749.1,477,58.0714805,-104.5676373,ML 5463,CIGAR,31/03/1985,01/04/1985,NAD83_UTMZ13N
CIG___170_A_,500,525506.4,6436749.1,477,58.0714805,-104.5676373,ML 5463,CIGAR,01/04/1985,06/04/1985,NAD83_UTMZ13N
CIG___171___,521,526584,6437779,501.4,58.08066743,-104.5492542,ML 5463,TIBIA LAKE,06/04/1985,12/04/1985,NAD83_UTMZ13N
CIG___172___,507.5,526626,6437826,499.5,58.08108705,-104.5485368,ML 5463,TIBIA LAKE,12/04/1985,18/04/1985,NAD83_UTMZ13N
CIG___173___,482,525513.879,6436710.729,475,58.07113544,-104.5675147,ML 5463,CIGAR,06/06/1985,10/06/1985,NAD83_UTMZ13N
CIG___174___,209,526607,6437838,501.3,58.08119597,-104.5488576,ML 5463,TIBIA LAKE,06/06/1985,10/06/1985,NAD83_UTMZ13N
CIG___174_A_,509,526607,6437838,501.3,58.08119597,-104.5488576,ML 5463,TIBIA LAKE,10/06/1985,14/06/1985,NAD83_UTMZ13N
CIG___175___,569,525519.179,6436621.429,476.1,58.07033307,-104.5674346,ML 5463,CIGAR,10/06/1985,15/06/1985,NAD83_UTMZ13N
CIG___176___,498.5,526637,6437809,498.6,58.0809337,-104.5483522,ML 5463,TIBIA LAKE,14/06/1985,19/06/1985,NAD83_UTMZ13N
CIG___177___,491,527656.8,6436720.4,502.9,58.07109382,-104.5311891,ML 5463,CIGAR,16/06/1985,21/06/1985,NAD83_UTMZ13N
CIG___178___,74,526693,6437897,496.4,58.08172071,-104.5473927,ML 5463,TIBIA LAKE,20/06/1985,24/06/1985,NAD83_UTMZ13N
CIG___178_A_,497,526693,6437897,496.4,58.08172071,-104.5473927,ML 5463,TIBIA LAKE,20/06/1985,24/06/1985,NAD83_UTMZ13N
CIG___179___,511,527657,6436746,503.2,58.07132373,-104.5311827,ML 5463,CIGAR,21/06/1985,25/06/1985,NAD83_UTMZ13N
CIG___180___,509,526721,6437866,493.3,58.0814406,-104.5469214,ML 5463,TIBIA LAKE,25/06/1985,29/06/1985,NAD83_UTMZ13N
CIG___181___,506,527762,6436721,503.3,58.07109263,-104.5294058,ML 5463,CIGAR EAST,25/06/1985,30/06/1985,NAD83_UTMZ13N
CIG___182___,521,526496,6437683,503.4,58.07981046,-104.5507572,ML 5463,TIBIA LAKE,29/06/1985,04/07/1985,NAD83_UTMZ13N
CIG___183___,65,526466,6437713,502.7,58.0800817,-104.5512624,ML 5463,TIBIA LAKE,05/07/1985,09/07/1985,NAD83_UTMZ13N
CIG___183_A_,506,526466,6437713,502.7,58.0800817,-104.5512624,ML 5463,TIBIA LAKE,05/07/1985,09/07/1985,NAD83_UTMZ13N
CIG___184___,503,526641,6437797,498.2,58.08082568,-104.5482857,ML 5463,TIBIA LAKE,10/07/1985,14/07/1985,NAD83_UTMZ13N
CIG___185___,497,527271,6436925,482.8,58.07295536,-104.537705,ML 5463,CIGAR,14/07/1985,24/07/1985,NAD83_UTMZ13N
CIG___186___,199,527353,6436960,474.7,58.07326467,-104.5363109,ML 5463,CIGAR,25/07/1985,27/07/1985,NAD83_UTMZ13N
CIG___187___,41,527346.3,6436768.1,482.5,58.0715415,-104.5364468,ML 5463,CIGAR,19/11/1985,20/11/1985,NAD83_UTMZ13N
CIG___187_A_,444.5,527346.3,6436768.1,482.4,58.0715415,-104.5364468,ML 5463,CIGAR,20/11/1985,02/12/1985,NAD83_UTMZ13N
CIG___188___,470,528602,6437135,456.3,58.07475764,-104.5151167,ML 5463,CIGAR EAST,04/04/1986,08/04/1986,NAD83_UTMZ13N
CIG___189___,448,529062,6437135,456.5,58.07472772,-104.5073185,ML 5463,EASTERN CIGAR TREND,09/02/1986,12/02/1986,NAD83_UTMZ13N
CIG___190___,446,529079,6437105,456.5,58.07445716,-104.507034,ML 5463,EASTERN CIGAR TREND,13/02/1986,16/02/1986,NAD83_UTMZ13N
CIG___191___,434,528996,6437195,456.4,58.07527094,-104.50843,ML 5463,EASTERN CIGAR TREND,16/02/1986,20/02/1986,NAD83_UTMZ13N
CIG___192___,446,529529,6437299,456.5,58.07616985,-104.4993811,ML 5463,EASTERN CIGAR TREND,20/02/1986,25/02/1986,NAD83_UTMZ13N
CIG___193___,236,527285,6436759,486.4,58.07146354,-104.537487,ML 5463,CIGAR,26/02/1986,03/03/1986,NAD83_UTMZ13N
CIG___193_A_,524,527285,6436759,486.4,58.07146354,-104.537487,ML 5463,CIGAR,26/02/1986,03/03/1986,NAD83_UTMZ13N
CIG___194___,472,527224,6437631,457.6,58.0792993,-104.5384199,ML 5463,TIBIA LAKE,27/02/1986,02/03/1986,NAD83_UTMZ13N
CIG___195___,457,527335,6436750,486.8,58.07137963,-104.5366405,ML 5463,CIGAR,03/03/1986,11/03/1986,NAD83_UTMZ13N
CIG___196___,464,527288,6436738,483.9,58.07127474,-104.5374386,ML 5463,CIGAR,06/03/1986,16/03/1986,NAD83_UTMZ13N
CIG___197___,449,527335,6436781,482.7,58.07165806,-104.5366369,ML 5463,CIGAR,11/03/1986,16/03/1986,NAD83_UTMZ13N
CIG___198___,467,527289,6436797,484.7,58.0718046,-104.5374148,ML 5463,CIGAR,16/03/1986,20/03/1986,NAD83_UTMZ13N
CIG___199___,473,527337,6436727,484.4,58.07117293,-104.5366092,ML 5463,CIGAR,17/03/1986,21/03/1986,NAD83_UTMZ13N
CIG___200___,549,524448,6437773,477.5,58.0807365,-104.5854719,ML 5463,CIGAR NORTH,20/03/1986,23/03/1986,NAD83_UTMZ13N
CIG___201___,452,527262,6437720,459.7,58.08009633,-104.5377653,ML 5463,TIBIA LAKE,21/03/1986,24/03/1986,NAD83_UTMZ13N
CIG___202___,502,531990,6452589,459.9,58.2133254,-104.4555673,ML 5463,KELLY BAY,22/03/1986,26/03/1986,NAD83_UTMZ13N
CIG___203___,542,523478,6438068,481.5,58.08343855,-104.6018893,ML 5463,CIGAR NORTH,28/03/1986,30/03/1986,NAD83_UTMZ13N
CIG___204___,461,527803,6437879,456.3,58.08149081,-104.5285737,ML 5463,TIBIA EAST,24/03/1986,28/03/1986,NAD83_UTMZ13N
CIG___205___,501.2,529378,6451423,486.5,58.20303482,-104.5001668,ML 5463,KELLY BAY,27/03/1986,29/03/1986,NAD83_UTMZ13N
CIG___206___,446,527246,6437736,464.2,58.08024102,-104.5380347,ML 5463,TIBIA LAKE,27/03/1986,01/04/1986,NAD83_UTMZ13N
CIG___207___,530,524861,6436536,471.8,58.06960316,-104.5786002,ML 5463,CIGAR WEST,28/03/1986,01/04/1986,NAD83_UTMZ13N
CIG___208___,446,532264,6438331,456.3,58.08524818,-104.4528725,ML 5463,EASTERN CIGAR TREND,31/03/1986,03/04/1986,NAD83_UTMZ13N
CIG___209___,425,530458,6437362,456.4,58.07667284,-104.4836234,ML 5463,EASTERN CIGAR TREND,01/04/1986,03/04/1986,NAD83_UTMZ13N
CIG___210___,539,524882,6436866,470,58.07256595,-104.5782093,ML 5463,CIGAR WEST,02/04/1986,06/04/1986,NAD83_UTMZ13N
CIG___211___,470,527284,6436717,487,58.07108638,-104.5375088,ML 5463,CIGAR,05/04/1986,09/04/1986,NAD83_UTMZ13N
CIG___212___,527,524088.381,6437927.602,480.599,58.08214478,-104.5915536,ML 5463,CIGAR NORTH,03/07/1986,11/07/1986,NAD83_UTMZ13N
CIG___213___,500,527218.25,6436567.3,489,58.06974586,-104.5386407,ML 5463,DG1,12/07/1986,16/07/1986,NAD83_UTMZ13N
CIG___213A__,38,527208.7,6436569,483.51,58.06976172,-104.5388023,ML 5521,CIGAR,01/01/1986,01/01/1986,NAD83_UTMZ13N
CIG___214___,461,527293.75,6436668,487.2,58.07064567,-104.5373492,ML 5463,DG1,25/01/1987,01/02/1987,NAD83_UTMZ13N
CIG___215___,497,527268.35,6436628.1,488.2,58.07028887,-104.5377844,ML 5463,DG1,26/01/1987,03/02/1987,NAD83_UTMZ13N
CIG___216___,500,527269.02,6436588.92,488.35,58.06993693,-104.5377776,ML 5463,DG1,03/02/1987,11/02/1987,NAD83_UTMZ13N
CIG___217___,470,527295.05,6436639.9,487.2,58.07039321,-104.5373305,ML 5463,DG1,21/02/1987,03/03/1987,NAD83_UTMZ13N
CIG___218___,400,527281.6,6436747.1,490.1,58.07135687,-104.537546,ML 5463,DG1,27/02/1987,27/02/1987,NAD83_UTMZ13N
CIG___219___,426,527440.8,6436870.83,471.7,58.07245835,-104.5348329,ML 5463,CIGAR,19/05/1989,19/05/1989,NAD83_UTMZ13N
CIG___220___,439.9,527001.53,6436750.25,495.54,58.07140231,-104.5422931,ML 5463,CIGAR,01/06/1989,18/06/1989,NAD83_UTMZ13N
CIG___221___,532.5,527226.55,6436593.7,489.86,58.06998247,-104.5384969,ML 5463,CIGAR,30/03/1990,10/04/1990,NAD83_UTMZ13N
CIG___222___,532.5,527226.55,6436593.7,489.86,58.06998247,-104.5384969,ML 5463,CIGAR,11/04/1990,21/04/1990,NAD83_UTMZ13N
CIG___223___,526.4,527275.45,6436608.6,489.79,58.07011329,-104.5376663,ML 5463,CIGAR,22/04/1990,30/04/1990,NAD83_UTMZ13N
CIG___224___,535.5,527275.45,6436608.6,489.79,58.07011329,-104.5376663,ML 5463,CIGAR,30/04/1990,11/05/1990,NAD83_UTMZ13N
CIG___225___,480,527391.53,6436770.41,480.59,58.07155946,-104.5356798,ML 5463,CIGAR,17/08/1992,29/08/1992,NAD83_UTMZ13N
CIG___225_A_,429,527391.53,6436770.41,480.59,58.07155946,-104.5356798,ML 5463,CIGAR,30/08/1992,05/09/1992,NAD83_UTMZ13N
CIG___225_B_,430,527391.53,6436770.41,480.59,58.07155946,-104.5356798,ML 5463,CIGAR,05/09/1992,08/09/1992,NAD83_UTMZ13N
CIG___226___,82,527413.68,6436767.45,480.85,58.0715315,-104.5353047,ML 5463,CIGAR,08/09/1992,09/09/1992,NAD83_UTMZ13N
CIG___227___,476.5,527438.9,6436770.24,481.78,58.071555,-104.5348769,ML 5463,CIGAR,10/09/1992,21/09/1992,NAD83_UTMZ13N
CIG___227_A_,426,527438.9,6436770.24,481.78,58.071555,-104.5348769,ML 5463,CIGAR,22/09/1992,23/09/1992,NAD83_UTMZ13N
CIG___227_B_,426,527438.9,6436770.24,481.78,58.071555,-104.5348769,ML 5463,CIGAR,24/09/1992,25/09/1992,NAD83_UTMZ13N
CIG___227_C_,426,527438.9,6436770.24,481.78,58.071555,-104.5348769,ML 5463,CIGAR,26/09/1992,28/09/1992,NAD83_UTMZ13N
CIG___228___,463,527514.03,6436742.91,496.38,58.07130488,-104.5336066,ML 5463,CIGAR,28/09/1992,10/10/1992,NAD83_UTMZ13N
CIG___228_A_,443.5,527514.03,6436742.91,496.38,58.07130488,-104.5336066,ML 5463,CIGAR,11/10/1992,12/10/1992,NAD83_UTMZ13N
CIG___228_B_,442.5,527514.03,6436742.91,496.38,58.07130488,-104.5336066,ML 5463,CIGAR,12/10/1992,14/10/1992,NAD83_UTMZ13N
CIG___228_C_,442.5,527514.03,6436742.91,496.38,58.07130488,-104.5336066,ML 5463,CIGAR,15/10/1992,18/10/1992,NAD83_UTMZ13N
CIG___229___,502,527217.71,6436517.38,489.65,58.06929753,-104.5386556,ML 5463,CIGAR,13/07/1994,21/07/1994,NAD83_UTMZ13N
CIG___230___,447,527438.7,6436760.24,483.4,58.0714652,-104.5348815,ML 5463,CIGAR,20/08/1998,31/08/1998,NAD83_UTMZ13N
CIG___230_A_,428.5,527438.7,6436760.24,483.4,58.0714652,-104.5348815,ML 5463,CIGAR,08/09/1998,09/09/1998,NAD83_UTMZ13N
CIG___230_B_,428.5,527438.7,6436760.24,483.4,58.0714652,-104.5348815,ML 5463,CIGAR,09/09/1998,12/09/1998,NAD83_UTMZ13N
CIG___230_C_,428,527438.7,6436760.24,483.4,58.0714652,-104.5348815,ML 5463,CIGAR,12/09/1998,16/09/1998,NAD83_UTMZ13N
CIG___231___,456.5,527494.01,6436757.76,490.8,58.0714395,-104.5339442,ML 5463,CIGAR,19/09/1998,27/09/1998,NAD83_UTMZ13N
CIG___231_A_,438.5,527494.01,6436757.76,490.8,58.0714395,-104.5339442,ML 5463,CIGAR,27/09/1998,29/09/1998,NAD83_UTMZ13N
CIG___231_B_,438.5,527494.01,6436757.76,490.8,58.0714395,-104.5339442,ML 5463,CIGAR,30/09/1998,05/10/1998,NAD83_UTMZ13N
CIG___231_C_,444.5,527494.01,6436757.76,490.8,58.0714395,-104.5339442,ML 5463,CIGAR,06/10/1998,09/10/1998,NAD83_UTMZ13N
CIG___232___,518,527415.42,6436524.53,502.2,58.06934957,-104.5353036,ML 5463,CIGAR,17/07/1999,05/08/1999,NAD83_UTMZ13N
CIG___233___,510,527218.56,6436471.65,489.61,58.06888675,-104.5386465,ML 5521,CIGAR,16/01/2002,25/01/2002,NAD83_UTMZ13N
CL-170A,500,525512.879,6436746.029,477,58.07145255,-104.5675278,ML 5521,CIGAR,01/01/1985,,NAD83_UTMZ13N
