HOLEID,DEPTH,X,Y,Z,LATITUDE,LONGITUDE,TENEMENTID,PROSPECT,STARTDATE,ENDDATE,BestGridName_D
WC____423___,481.5,530859.772,6436774.161,451.124,58.07136533,-104.4768892,S-106557,EASTERN CIGAR TREND,20/01/2013,27/01/2013,NAD83_UTMZ13N
WC____424___,480,531463.544,6436650.213,452.825,58.07020965,-104.4666714,S-106559,EASTERN CIGAR TREND,27/01/2013,02/02/2013,NAD83_UTMZ13N
WC____425___,450,532074.445,6436786.32,451.304,58.07138833,-104.4562979,S-106559,EASTERN CIGAR TREND,29/01/2013,02/02/2013,NAD83_UTMZ13N
WC____426___,448.8,533252.152,6436582.811,453.585,58.06947376,-104.4363636,S-106559,EASTERN CIGAR TREND,02/02/2013,07/02/2013,NAD83_UTMZ13N
WC____427___,483,532655.805,6436660.088,454.013,58.07021214,-104.4464609,S-106559,EASTERN CIGAR TREND,03/02/2013,08/02/2013,NAD83_UTMZ13N
WC____428___,454.7,534044.658,6436584.031,452.027,58.06942458,-104.4229306,S-106559,EASTERN CIGAR TREND,08/02/2013,21/02/2013,NAD83_UTMZ13N
WC____429___,462,532655.514,6437332.806,453.296,58.0762542,-104.4463723,S-106559,EASTERN CIGAR TREND,09/02/2013,14/02/2013,NAD83_UTMZ13N
WC____430___,462.4,532057.675,6437205.234,451.28,58.07515204,-104.456525,S-106559,EASTERN CIGAR TREND,15/02/2013,22/02/2013,NAD83_UTMZ13N
WC____431___,492,534181.119,6437285.891,466.416,58.07571783,-104.4205155,S-106559,EASTERN CIGAR TREND,22/02/2013,28/02/2013,NAD83_UTMZ13N
WC____432___,486,533253.55,6437385.243,486.063,58.07668071,-104.4362263,S-106559,EASTERN CIGAR TREND,23/02/2013,01/03/2013,NAD83_UTMZ13N
WC____433___,482,530507.298,6437358.348,453.074,58.07663664,-104.4827881,S-106557,EASTERN CIGAR TREND,01/03/2013,05/03/2013,NAD83_UTMZ13N
WC____434___,501,531448.094,6437776.184,453.187,58.08032372,-104.4667825,S-106559,EASTERN CIGAR TREND,02/03/2013,10/03/2013,NAD83_UTMZ13N
WC____435___,481.8,529647.101,6430307.59,469.85,58.01336759,-104.4982596,S-106560,POWER-LINE EAST,11/03/2013,19/03/2013,NAD83_UTMZ13N
WC____436___,674.7,529632.611,6430323.417,472.146,58.01351071,-104.4985028,S-106560,POWER-LINE EAST,20/03/2013,31/03/2013,NAD83_UTMZ13N
WC____437___,549,529686.072,6430251.187,467.508,58.0128584,-104.4976071,S-106560,POWER-LINE EAST,01/04/2013,07/04/2013,NAD83_UTMZ13N
WC____438___,543,533252.09,6436528.99,452.52,58.06899037,-104.4363723,S-106559,EASTERN CIGAR TREND,17/01/2014,27/01/2014,NAD83_UTMZ13N
WC____439___,477,530264.17,6436738.81,452.99,58.07108887,-104.4869898,S-106557,EASTERN CIGAR TREND,17/01/2014,24/01/2014,NAD83_UTMZ13N
WC____440___,525,530507.4,6437167.18,452.23,58.07491965,-104.4828112,S-106557,EASTERN CIGAR TREND,25/01/2014,01/02/2014,NAD83_UTMZ13N
WC____441___,459,533254.22,6436641.85,451.4,58.07000386,-104.4363202,S-106559,EASTERN CIGAR TREND,28/01/2014,02/02/2014,NAD83_UTMZ13N
WC____442___,516,528991.99,6437196.49,452.13,58.07528459,-104.5084978,S-106557,EASTERN CIGAR TREND,02/02/2014,08/02/2014,NAD83_UTMZ13N
WC____443___,483,533252.49,6437312.81,484.87,58.07603023,-104.4362546,S-106559,EASTERN CIGAR TREND,04/02/2014,11/02/2014,NAD83_UTMZ13N
WC____444___,498,529063.87,6437807.91,452.08,58.08077142,-104.5072035,S-106557,EASTERN CIGAR TREND,09/02/2014,15/02/2014,NAD83_UTMZ13N
WC____445___,519,532658.84,6436656.64,452.09,58.07018095,-104.4464099,S-106559,EASTERN CIGAR TREND,12/02/2014,17/02/2014,NAD83_UTMZ13N
WC____446___,525,529654,6438266,453,58.08484671,-104.4971398,S-106557,CONTACT,16/02/2014,22/02/2014,NAD83_UTMZ13N
WC____447___,486,530863.317,6436824.006,452.744,58.07181277,-104.4768226,S-106557,EASTERN CIGAR TREND,18/02/2014,22/02/2014,NAD83_UTMZ13N
WC____448___,534,529100.827,6437845.512,452.101,58.08110672,-104.5065723,S-106557,EASTERN CIGAR TREND,23/02/2014,05/03/2014,NAD83_UTMZ13N
WC____449___,567,530509.535,6437194.14,451.468,58.07516164,-104.4827715,S-106557,EASTERN CIGAR TREND,23/02/2014,02/03/2014,NAD83_UTMZ13N
WC____450___,492,530505.169,6437259.963,450.919,58.07575314,-104.482837,S-106557,EASTERN CIGAR TREND,03/03/2014,09/03/2014,NAD83_UTMZ13N
WC____451___,510,528612.925,6436408.255,453.63,58.06822958,-104.51502,S-106557,CIGAR EAST,06/03/2014,13/03/2014,NAD83_UTMZ13N
WC____452___,510,530252.959,6437445.841,458.91,58.0774399,-104.4870887,S-106557,EASTERN CIGAR TREND,10/03/2014,15/03/2014,NAD83_UTMZ13N
WC____453___,483,529088.49,6437890.609,451.5,58.08151257,-104.5067758,S-106557,EASTERN CIGAR TREND,08/03/2014,20/03/2014,NAD83_UTMZ13N
WC____454___,462,530264.979,6436681.502,451.149,58.0705741,-104.4869834,S-106557,EASTERN CIGAR TREND,09/03/2014,20/03/2014,NAD83_UTMZ13N
WC____455___,588,527899.117,6436613.017,495.582,58.07011416,-104.5270944,ML 5521,CIGAR EAST,20/03/2014,27/03/2014,NAD83_UTMZ13N
WC____456___,510,530266.142,6436718.346,450.767,58.07090494,-104.486959,S-106557,EASTERN CIGAR TREND,20/03/2014,27/03/2014,NAD83_UTMZ13N
WC____457___,483,533253.686,6436666.232,449.482,58.07022289,-104.4363258,S-106559,EASTERN CIGAR TREND,11/01/2015,19/01/2015,NAD83_UTMZ13N
WC____458___,558.4,525930.37,6428195.3,473.85,57.99462787,-104.5613922,S-106561,POWER-LINE CENTRAL,13/01/2015,21/01/2015,NAD83_UTMZ13N
WC____459___,528.5,529475.731,6436941.925,452.6,58.07296629,-104.500329,S-106557,EASTERN CIGAR TREND,22/01/2015,27/01/2015,NAD83_UTMZ13N
WC____460___,516.5,526882.025,6428663.956,462.943,57.99878072,-104.5452418,S-106561,POWER-LINE CENTRAL,22/01/2015,28/01/2015,NAD83_UTMZ13N
WC____461___,498,530258.333,6437315.568,452.304,58.07626948,-104.4870144,S-106557,EASTERN CIGAR TREND,28/01/2015,02/02/2015,NAD83_UTMZ13N
WC____462___,486.1,526952.303,6428605.399,465.479,57.99825052,-104.5440596,S-106561,POWER-LINE CENTRAL,28/01/2015,02/02/2015,NAD83_UTMZ13N
WC____463___,491,529347.08,6437682.976,451.834,58.07963065,-104.5024172,S-106557,EASTERN CIGAR TREND,03/02/2015,06/02/2015,NAD83_UTMZ13N
WC____464___,405,526842.833,6428765.539,460.372,57.99969549,-104.5458933,S-106561,POWER-LINE CENTRAL,03/02/2015,08/02/2015,NAD83_UTMZ13N
WC____465___,54,529412.79,6437892.35,451.33,58.08150681,-104.5012769,S-106557,CONTACT,07/02/2015,08/02/2015,NAD83_UTMZ13N
WC____465A__,533,529412.79,6437892.35,451.33,58.08150681,-104.5012769,S-106557,CONTACT,09/02/2015,15/02/2015,NAD83_UTMZ13N
WC____466___,213.3,525891.24,6428302.21,462.36,57.99559039,-104.5620424,S-106561,POWER-LINE CENTRAL,08/02/2015,12/02/2015,NAD83_UTMZ13N
WC____466A__,501,525891.24,6428302.21,462.36,57.99559039,-104.5620424,S-106561,POWER-LINE CENTRAL,12/02/2015,01/03/2015,NAD83_UTMZ13N
WC____467___,534,528820.46,6437873.27,450.91,58.08137435,-104.5113226,S-106557,EASTERN CIGAR TREND,16/02/2015,22/02/2015,NAD83_UTMZ13N
WC____468___,513,529358.63,6437950.93,453.39,58.08203654,-104.5021879,S-106557,CONTACT,23/02/2015,28/02/2015,NAD83_UTMZ13N
WC____469___,510.7,529328.04,6438008.41,453.86,58.08255483,-104.5026994,S-106557,CONTACT,01/03/2015,07/03/2015,NAD83_UTMZ13N
WC____470___,483,529954.55,6436707.77,454.44,58.07083111,-104.492242,S-106557,EASTERN CIGAR TREND,03/03/2015,08/03/2015,NAD83_UTMZ13N
WC____471___,540,529378,6437625.29,452,58.07911049,-104.5019002,S-106557,EASTERN CIGAR TREND,07/03/2015,12/03/2015,NAD83_UTMZ13N
WC____472___,443,534430.76,6436803.22,449.52,58.07136341,-104.4163541,S-106559,EASTERN CIGAR TREND,09/03/2015,15/03/2015,NAD83_UTMZ13N
WC____473___,516,532400.23,6439594.13,453.54,58.09658306,-104.450388,S-106553,CONTACT,13/03/2015,18/03/2015,NAD83_UTMZ13N
WC____474___,471,534430.76,6436803.22,449.52,58.07136341,-104.4163541,S-106559,EASTERN CIGAR TREND,15/03/2015,20/03/2015,NAD83_UTMZ13N
WC____475___,513,532715.92,6438556.34,450.27,58.08723894,-104.4451777,S-106559,EASTERN CIGAR TREND,19/03/2015,24/03/2015,NAD83_UTMZ13N
WC____476___,564,533643.23,6436423.29,454.05,58.06801152,-104.4297577,S-106559,EASTERN CIGAR TREND,22/03/2015,27/03/2015,NAD83_UTMZ13N
WC____477___,501,534472.78,6440833.66,452.96,58.10755938,-104.4150498,S-106553,CONTACT,24/03/2015,30/03/2015,NAD83_UTMZ13N
WC____478___,540,529453.22,6437817.67,452,58.08083338,-104.5006007,S-106557,CONTACT,25/03/2015,02/04/2015,NAD83_UTMZ13N
WC____479___,531,531750.07,6436517.92,452.44,58.06900103,-104.4618326,S-106559,EASTERN CIGAR TREND,29/03/2015,03/04/2015,NAD83_UTMZ13N
WC____480___,529,533256.17,6436897.72,452.92,58.07230182,-104.4362509,S-106559,EASTERN CIGAR TREND,30/03/2015,05/04/2015,NAD83_UTMZ13N
WC____481___,681,525064.025,6436421.317,488.834,58.06856168,-104.5751711,ML 5521,CIGAR WEST,09/01/2016,16/01/2016,NAD83_UTMZ13N
WC____482___,607,521511.634,6426776.094,499.519,57.9821164,-104.6362641,S-106563,POWER-LINE WEST,10/01/2016,19/01/2016,NAD83_UTMZ13N
WC____483___,579,525075.534,6436547.121,478.461,58.06969096,-104.5749626,ML 5521,CIGAR WEST,17/01/2016,23/01/2016,NAD83_UTMZ13N
WC____484___,54,522187,6425847,505,57.97373822,-104.6249315,S-106563,POWER-LINE WEST,20/01/2016,20/01/2016,NAD83_UTMZ13N
WC____484A__,561,522195.143,6425850.506,503.672,57.9737693,-104.6247935,S-106563,POWER-LINE WEST,22/01/2016,26/01/2016,NAD83_UTMZ13N
WC____485___,657,525061.25,6436372.225,485.377,58.06812091,-104.5752233,ML 5521,CIGAR WEST,24/01/2016,29/01/2016,NAD83_UTMZ13N
WC____486___,525.7,521551.722,6427029.772,499.149,57.98439297,-104.6355632,S-106563,POWER-LINE WEST,27/01/2016,02/02/2016,NAD83_UTMZ13N
WC____487___,645,524279.49,6436597.098,515.975,58.07018414,-104.5884506,S-106555,CIGAR WEST,30/01/2016,08/02/2016,NAD83_UTMZ13N
WC____488___,582,521556.91,6426717.911,500.692,57.98159162,-104.6355039,S-106563,POWER-LINE WEST,03/02/2016,09/02/2016,NAD83_UTMZ13N
WC____489___,18,524677.562,6436466.536,467.689,58.0689895,-104.5817168,S-106555,CIGAR WEST,09/02/2016,09/02/2016,NAD83_UTMZ13N
WC____489A__,627,524677.562,6436466.536,467.689,58.0689895,-104.5817168,S-106555,CIGAR WEST,09/02/2016,17/02/2016,NAD83_UTMZ13N
WC____490___,549,522457.182,6425465.844,502.553,57.97030116,-104.6204003,S-106563,POWER-LINE WEST,10/02/2016,17/02/2016,NAD83_UTMZ13N
WC____491___,642,525075.531,6436547.141,478.461,58.06969114,-104.5749626,ML 5521,CIGAR WEST,17/02/2016,26/02/2016,NAD83_UTMZ13N
WC____492___,711,523857.61,6438038.329,492.402,58.08315178,-104.5954553,S-106555,CIGAR NORTH,18/02/2016,27/02/2016,NAD83_UTMZ13N
WC____493___,651,523856.451,6438099.643,489.817,58.08370255,-104.5954688,S-106555,CIGAR NORTH,28/02/2016,05/03/2016,NAD83_UTMZ13N
WC____494___,520,525300.742,6436585.651,488.018,58.07002424,-104.5711411,ML 5521,CIGAR WEST,28/02/2016,08/03/2016,NAD83_UTMZ13N
WC____495___,693,524275.538,6438070.795,487.43,58.08342069,-104.5883653,S-106555,CIGAR NORTH,06/03/2016,16/03/2016,NAD83_UTMZ13N
WC____496___,36,525300,6436659,487.372,58.07068308,-104.5711458,ML 5521,CIGAR WEST,08/03/2016,08/03/2016,NAD83_UTMZ13N
WC____496A__,597,525301.092,6436656.165,487.372,58.07065755,-104.5711276,ML 5521,CIGAR WEST,08/03/2016,14/03/2016,NAD83_UTMZ13N
WC____497___,573,525303.667,6436769.115,479.734,58.07167189,-104.5710717,ML 5521,CIGAR WEST,15/03/2016,21/03/2016,NAD83_UTMZ13N
WC____498___,648,524276.545,6437964.439,486.38,58.08246537,-104.5883592,S-106555,CIGAR NORTH,16/03/2016,23/03/2016,NAD83_UTMZ13N
WC____499___,675,524681.873,6436498.2,467.604,58.06927366,-104.5816404,S-106555,CIGAR WEST,21/03/2016,31/03/2016,NAD83_UTMZ13N
WC____500___,486,525039.22,6436779.768,467.555,58.07178258,-104.5755533,ML 5521,CIGAR WEST,25/03/2016,30/03/2016,NAD83_UTMZ13N
WC____501___,480,528375.563,6436314.795,456.345,58.0674054,-104.5190544,S-106557,CIGAR EAST,21/06/2016,29/06/2016,NAD83_UTMZ13N
WC____502___,504,527838.136,6436708.654,493.603,58.07097697,-104.5281167,ML 5521,CIGAR EAST,02/07/2016,08/07/2016,NAD83_UTMZ13N
WC____503___,483,525180.716,6436584.38,478.819,58.07001965,-104.5731757,ML 5521,CIGAR WEST,09/01/2017,16/01/2017,NAD83_UTMZ13N
WC____503A__,615,525180.716,6436587.38,478.819,58.0700466,-104.5731754,ML 5521,CIGAR WEST,17/01/2017,24/01/2017,NAD83_UTMZ13N
WC____503A_1,558,525180.716,6436587.38,478.819,58.0700466,-104.5731754,ML 5521,CIGAR WEST,24/01/2017,29/01/2017,NAD83_UTMZ13N
WC____504___,714.7,523875.051,6437950.069,499.309,58.08235812,-104.5951686,S-106555,CIGAR NORTH,15/01/2017,22/01/2017,NAD83_UTMZ13N
WC____505___,582,525304.218,6436606.363,487.2,58.07021007,-104.5710799,ML 5521,CIGAR WEST,16/01/2017,21/01/2017,NAD83_UTMZ13N
WC____506___,579,525409.323,6436582.438,476.543,58.06998917,-104.5693009,ML 5521,CIGAR WEST,22/01/2017,28/01/2017,NAD83_UTMZ13N
WC____507___,627,524273.298,6437896.628,483.5,58.08185649,-104.5884213,S-106555,CIGAR NORTH,23/01/2017,28/01/2017,NAD83_UTMZ13N
WC____508___,612,525409.323,6436582.438,476.543,58.06998917,-104.5693009,ML 5521,CIGAR WEST,29/01/2017,03/02/2017,NAD83_UTMZ13N
WC____509___,573,524273.298,6437896.628,483.5,58.08185649,-104.5884213,S-106555,CIGAR NORTH,29/01/2017,03/02/2017,NAD83_UTMZ13N
WC____510___,43,524629.57,6436743.546,467.894,58.07148019,-104.5825012,S-106555,CIGAR WEST,31/01/2017,31/01/2017,NAD83_UTMZ13N
WC____510A__,559,524629.57,6436743.546,467.894,58.07148019,-104.5825012,S-106555,CIGAR WEST,31/01/2017,04/02/2017,NAD83_UTMZ13N
WC____511___,696,523874.195,6437977.812,501.514,58.08260734,-104.5951803,S-106555,CIGAR NORTH,04/02/2017,13/02/2017,NAD83_UTMZ13N
WC____512___,618,524682.358,6437924.906,481.49,58.08208789,-104.5814822,S-106555,CIGAR NORTH,03/02/2017,11/02/2017,NAD83_UTMZ13N
WC____513___,599,524841.58,6436691.825,467.08,58.07100382,-104.5789129,S-106555,CIGAR WEST,05/02/2017,11/02/2017,NAD83_UTMZ13N
WC____514___,626.4,524682.358,6437924.906,481.49,58.08208789,-104.5814822,S-106555,CIGAR NORTH,11/02/2017,21/02/2017,NAD83_UTMZ13N
WC____515___,500,524834.005,6436812.902,467.542,58.07209172,-104.5790285,S-106555,CIGAR WEST,11/02/2017,16/02/2017,NAD83_UTMZ13N
WC____516___,308.2,523870.122,6438157.931,486.049,58.08422534,-104.595231,S-106555,CIGAR NORTH,14/02/2017,19/02/2017,NAD83_UTMZ13N
WC____517___,478.6,529078.6,6437913.476,452.101,58.0817186,-104.5069407,S-106557,EASTERN CIGAR TREND,18/02/2017,23/02/2017,NAD83_UTMZ13N
WC____518___,600,523860.384,6438069.076,492.484,58.08342779,-104.5954052,S-106555,CIGAR NORTH,20/02/2017,02/03/2017,NAD83_UTMZ13N
WC____519___,605,524679,6437927,482,58.08210688,-104.581539,S-106555,CIGAR NORTH,20/02/2017,28/02/2017,NAD83_UTMZ13N
WC____520___,263.4,523085.963,6438085.094,509.507,58.08361268,-104.6085354,S-106555,CIGAR NORTH,28/02/2017,04/03/2017,NAD83_UTMZ13N
WC____520A__,681.3,523085.963,6438085.094,509.507,58.08361268,-104.6085354,S-106555,CIGAR NORTH,06/03/2017,13/03/2017,NAD83_UTMZ13N
WC____521___,554.8,524265.79,6437915.56,484.24,58.08202695,-104.5885466,S-106555,CIGAR NORTH,02/03/2017,08/03/2017,NAD83_UTMZ13N
WC____522___,753.1,522260.643,6438069.385,492.981,58.08351381,-104.6225318,S-106555,CIGAR NORTH,08/03/2017,18/03/2017,NAD83_UTMZ13N
WC____523___,623.6,523442.334,6438166.706,480.368,58.08432699,-104.6024843,S-106555,CIGAR NORTH,15/03/2017,24/03/2017,NAD83_UTMZ13N
WC____524___,584.6,524087.401,6437870.847,480.254,58.08163508,-104.591576,S-106555,CIGAR NORTH,20/03/2017,24/03/2017,NAD83_UTMZ13N
WC____525___,626.2,524087.247,6437870.958,480.254,58.08163608,-104.5915786,S-106555,CIGAR NORTH,25/03/2017,30/03/2017,NAD83_UTMZ13N
WC____526___,680.7,523087.361,6437901.039,485.085,58.08195947,-104.6085298,S-106555,CIGAR NORTH,25/03/2017,31/03/2017,NAD83_UTMZ13N
WC____527___,878.1,523846.672,6437795.983,480.673,58.08097569,-104.5956654,S-106555,CIGAR NORTH,31/03/2017,11/04/2017,NAD83_UTMZ13N
WC____528___,611.6,524277.31,6438070.677,486.554,58.08341953,-104.5883353,S-106555,CIGAR NORTH,01/04/2017,07/04/2017,NAD83_UTMZ13N
WC____529___,607.4,524086.262,6437875.797,480.254,58.0816796,-104.5915948,S-106555,CIGAR NORTH,07/01/2018,16/01/2018,NAD83_UTMZ13N
WC____530___,576,525575.492,6436595.607,476.566,58.0700979,-104.5664829,ML 5521,PHASE 2,07/01/2018,14/01/2018,NAD83_UTMZ13N
WC____531___,573,525575.421,6436595.829,476.656,58.0700999,-104.566484,ML 5521,PHASE 2,14/01/2018,20/01/2018,NAD83_UTMZ13N
WC____532___,557.5,527838.015,6436708.446,494.987,58.07097511,-104.5281188,ML 5521,CIGAR EAST,16/01/2018,22/01/2018,NAD83_UTMZ13N
WC____533-1_,701.4,523923.441,6438019.063,499.417,58.08297519,-104.594341,S-106555,CIGAR NORTH,27/01/2018,10/02/2018,NAD83_UTMZ13N
WC____533___,707.4,523923.441,6438019.063,499.417,58.08297519,-104.594341,S-106555,CIGAR NORTH,18/01/2018,27/01/2018,NAD83_UTMZ13N
WC____534___,518.2,525571.802,6436658.676,472.008,58.07066458,-104.5665385,ML 5521,PHASE 2,21/01/2018,26/01/2018,NAD83_UTMZ13N
WC____535-1_,560.5,531485.511,6439093.756,453.139,58.09215489,-104.4659714,S-106559,CONTACT,26/01/2018,01/02/2018,NAD83_UTMZ13N
WC____535___,173.5,531485.511,6439093.756,453.139,58.09215489,-104.4659714,S-106559,CONTACT,23/01/2018,26/01/2018,NAD83_UTMZ13N
WC____536___,683.5,522258.141,6438241.948,493.511,58.08506385,-104.6225579,S-106555,CIGAR NORTH,26/01/2018,07/02/2018,NAD83_UTMZ13N
WC____537-1_,548.5,534843.465,6441172.24,452.456,58.1105713,-104.4087097,S-106553,CONTACT,08/02/2018,14/02/2018,NAD83_UTMZ13N
WC____537___,275.5,534843.465,6441172.24,452.456,58.1105713,-104.4087097,S-106553,CONTACT,03/02/2018,07/02/2018,NAD83_UTMZ13N
WC____538___,779,521570.504,6438225.252,497.414,58.08494789,-104.6342202,S-106555,CIGAR NORTH,08/02/2018,21/02/2018,NAD83_UTMZ13N
WC____539-1_,596.4,523759.719,6438055.533,490.576,58.08331156,-104.5971135,S-106555,CIGAR NORTH,20/02/2018,01/03/2018,NAD83_UTMZ13N
WC____539___,641.4,523759.719,6438055.533,490.576,58.08331156,-104.5971135,S-106555,CIGAR NORTH,11/02/2018,18/02/2018,NAD83_UTMZ13N
WC____540___,48,535689.186,6441641.637,452.125,58.11471977,-104.394287,S-113761,CONTACT,15/02/2018,17/02/2018,NAD83_UTMZ13N
WC____540A__,578.1,535689.186,6441641.637,452.125,58.11471977,-104.394287,S-106553,CONTACT,17/02/2018,25/02/2018,NAD83_UTMZ13N
WC____541___,757,520583.033,6438292.789,497.706,58.08560145,-104.6509595,S-106555,CIGAR NORTH,23/02/2018,05/03/2018,NAD83_UTMZ13N
WC____542___,644.4,523759.719,6438055.533,490.576,58.08331156,-104.5971135,S-106555,CIGAR NORTH,02/03/2018,08/03/2018,NAD83_UTMZ13N
WC____543___,713,521570.776,6438317.036,497.566,58.08577226,-104.6342071,S-106555,CIGAR NORTH,06/03/2018,15/03/2018,NAD83_UTMZ13N
WC____544___,650.8,523442.265,6438158.542,481.1,58.08425366,-104.6024862,S-106555,CIGAR NORTH,09/03/2018,18/03/2018,NAD83_UTMZ13N
WC____545___,711.4,521096.097,6438290.189,515.763,58.08555398,-104.6422592,S-106555,CIGAR NORTH,16/03/2018,25/03/2018,NAD83_UTMZ13N
WC____546___,560.5,524684.701,6437755.621,476.243,58.08056729,-104.5814603,S-106555,CIGAR NORTH,19/03/2018,25/03/2018,NAD83_UTMZ13N
WC____547___,647.4,525854.93,6437616.721,494.737,58.07925302,-104.5616338,S-106556,TIBIA WEST,26/03/2018,03/04/2018,NAD83_UTMZ13N
WC____548___,611.4,523871.395,6437705.699,484.459,58.08016345,-104.5952554,S-106555,CIGAR NORTH,26/03/2018,03/04/2018,NAD83_UTMZ13N
WC____549___,608.4,525073.447,6437836.627,484.526,58.08127304,-104.5748603,S-106556,CIGAR NORTH,03/04/2018,10/04/2018,NAD83_UTMZ13N
WC____550___,533.4,525073.584,6438053.448,476.892,58.08322045,-104.5748348,S-106556,CIGAR NORTH,10/04/2018,16/04/2018,NAD83_UTMZ13N
